code,market,cn_name,revenue_growth,revenue_conf,net_profit,net_conf,ocf_change,ocf_conf,core_driver,driver_conf,core_risk,risk_conf,overall_conf,file
300001,SZ,特锐德,+16.6%,mid,+35.62%,high,+77.61%,high,,missing,高压预制舱变电站量价齐升,mid,missing,300001_SZ_特锐德.md
300003,SZ,乐普医疗,+1.39%,mid,+289.57%,high,,missing,创新药BD授权,high,[GLP-1三靶点药物临床数据领先],mid,missing,300003_SZ_乐普医疗.md
300006,SZ,莱美药业,+46.41%,mid,,missing,↓,low,核心产品卡纳琳销量下滑,high,[核心产品卡纳琳销量下滑],high,missing,300006_SZ_莱美药业.md
300007,SZ,汉威科技,+11.1%,high,+107.11%,high,,missing,激光/红外气体报警器规模化应用,high,[激光/红外气体报警器规模化应用],mid,missing,300007_SZ_汉威科技.md
300008,SZ,天海防务,+15.41%,mid,,missing,,missing,,missing,市场/政策驱动（美国关税、301调查、港口费预期）,mid,missing,300008_SZ_天海防务.md
300009,SZ,安科生物,+108.33%,mid,+4.4%,high,,missing,,missing,公司聚焦生物医药主业，创新驱动发展,mid,missing,300009_SZ_安科生物.md
300011,SZ,鼎汉技术,+8.67%,high,亏,low,,missing,,missing,原材料价格上涨与竞争加剧,mid,missing,300011_SZ_鼎汉技术.md
300012,SZ,华测检测,+34.76%,mid,,missing,+29.02%,high,品牌公信力与资质壁垒,high,[品牌公信力与资质壁垒],mid,missing,300012_SZ_华测检测.md
300013,SZ,新宁物流,+50.5%,high,,missing,,missing,新增国际货代业务,high,[新增国际货代业务],mid,missing,300013_SZ_新宁物流.md
300014,SZ,亿纬锂能,+26.44%,high,,missing,,missing,储能电池出货量全球前二,high,[储能电池出货量全球前二],mid,missing,300014_SZ_亿纬锂能.md
300015,SZ,爱尔眼科,+6.53%,high,,missing,,missing,,missing,[分级连锁网络扩张],mid,missing,300015_SZ_爱尔眼科.md
300016,SZ,北陆药业,+51.23%,high,+579.29%,high,,missing,集采中标与执标,high,[原料药国际化突破],mid,missing,300016_SZ_北陆药业.md
300017,SZ,网宿科技,+18.65%,mid,+18.53%,high,,missing,主动剥离非核心MSP业务,high,[主动剥离非核心MSP业务],mid,missing,300017_SZ_网宿科技.md
300018,SZ,中元股份,+41.26%,mid,,missing,,missing,国家电网/南方电网“十五五”大规模投资,high,[国家电网/南方电网“十五五”大规模投资],mid,missing,300018_SZ_中元股份.md
300019,SZ,硅宝科技,+18.75%,high,+17.25%,high,,missing,收购江苏嘉好,high,[原材料价格低位震荡],mid,missing,300019_SZ_硅宝科技.md
300020,SZ,ST银江,,missing,,missing,,missing,地方政府财政紧缩,high,[地方政府财政紧缩],mid,missing,300020_SZ_ST银江.md
300021,SZ,大禹节水,,missing,,missing,↓,low,收购淮安设计院，补齐高端设计资质,high,[收购淮安设计院，补齐高端设计资质],mid,missing,300021_SZ_大禹节水.md
300022,SZ,吉峰科技,,missing,,missing,,missing,低空经济战略升级,high,[低空经济战略升级],mid,missing,300022_SZ_吉峰科技.md
300024,SZ,机器人,+15.36%,mid,亏,low,,missing,行业竞争加剧与汇率波动,high,[行业竞争加剧与汇率波动],mid,missing,300024_SZ_机器人.md
300025,SZ,华星创业,,missing,,missing,,missing,,missing,,missing,missing,300025_SZ_华星创业.md
300026,SZ,红日药业,,missing,,missing,,missing,药械智慧供应链业务大幅萎缩,high,[药械智慧供应链业务大幅萎缩],mid,missing,300026_SZ_红日药业.md
300030,SZ,阳普医疗,,missing,盈,low,-47.65%,high,收缩聚焦战略与费用管控,high,[收缩聚焦战略与费用管控],mid,missing,300030_SZ_阳普医疗.md
300033,SZ,同花顺,+44.0%,high,+76.0%,high,,missing,资本市场活跃度回升,high,[资本市场活跃度回升],mid,missing,300033_SZ_同花顺.md
300034,SZ,钢研高纳,+4.91%,mid,,missing,,missing,,missing,航空航天产业快速发展,mid,missing,300034_SZ_钢研高纳.md
300036,SZ,超图软件,+0.75%,high,盈,low,,missing,AI技术突破与产品化,high,[AI技术突破与产品化],mid,missing,300036_SZ_超图软件.md
300037,SZ,新宙邦,+30.57%,high,,missing,,missing,储能与动力电池需求爆发,high,[储能与动力电池需求爆发],mid,missing,300037_SZ_新宙邦.md
300040,SZ,九洲集团,+41.18%,mid,盈,low,+173.66%,high,新能源电站运营规模扩张,high,[新能源电站运营规模扩张],mid,low,300040_SZ_九洲集团.md
300041,SZ,回天新材,+11.21%,high,-14.99%,mid,,missing,锂电用胶业务翻倍增长,high,[锂电用胶业务翻倍增长],mid,missing,300041_SZ_回天新材.md
300042,SZ,朗科科技,+64.38%,high,+127.35%,high,,missing,全球AI服务器需求激增，存储芯片原厂产能,high,[全球AI服务器需求激增，存储芯片原厂产能向高性能产品倾斜],mid,missing,300042_SZ_朗科科技.md
300043,SZ,星辉娱乐,+27.9%,mid,盈,low,,missing,剥离亏损足球俱乐部,high,[剥离亏损足球俱乐部],high,missing,300043_SZ_星辉娱乐.md
300044,SZ,_ST赛为,-8.42%,high,,missing,,missing,重大诉讼败诉与仲裁裁决,high,[重大诉讼败诉与仲裁裁决],mid,missing,300044_SZ__ST赛为.md
300045,SZ,华力创通,+42.91%,high,,missing,-31.37%,high,卫星应用业务高增长,high,[卫星应用业务高增长],mid,missing,300045_SZ_华力创通.md
300046,SZ,台基股份,+12.58%,mid,+94.0%,high,,missing,脉冲功率器件突破,high,[脉冲功率器件突破],mid,missing,300046_SZ_台基股份.md
300047,SZ,天源迪科,+15.0%,high,,missing,,missing,ICT分销业务高增长,high,[ICT分销业务高增长],mid,missing,300047_SZ_天源迪科.md
300048,SZ,合康新能,+55.95%,high,+502.28%,high,,missing,美的集团品牌授权与渠道赋能,high,[美的集团品牌授权与渠道赋能],mid,missing,300048_SZ_合康新能.md
300049,SZ,福瑞医科,+0.58%,high,,missing,,missing,全球肝病无创诊断龙头Echosens业绩,high,[全球肝病无创诊断龙头Echosens业绩高增],mid,missing,300049_SZ_福瑞医科.md
300050,SZ,世纪鼎利,+36.0%,mid,盈,low,,missing,,missing,剥离非核心资产（新能源、低效业务）,mid,missing,300050_SZ_世纪鼎利.md
300053,SZ,航宇微,+30.67%,high,,missing,,missing,应收账款高企与坏账计提,high,[应收账款高企与坏账计提],mid,missing,300053_SZ_航宇微.md
300054,SZ,鼎龙股份,+37.27%,mid,+38.32%,high,,missing,半导体业务收入高增,high,[半导体业务收入高增],mid,missing,300054_SZ_鼎龙股份.md
300055,SZ,万邦达,,missing,,missing,,missing,危固废行业深度调整,high,[危固废行业深度调整],mid,missing,300055_SZ_万邦达.md
300057,SZ,万顺新材,+10.0%,high,,missing,,missing,国内外铝价倒挂 + 出口退税取消,high,[国内外铝价倒挂 + 出口退税取消],mid,missing,300057_SZ_万顺新材.md
300058,SZ,蓝色光标,+16.89%,mid,盈,low,+604.35%,high,出海业务高增长,high,[营收增长但毛利率极低],mid,low,300058_SZ_蓝色光标.md
300059,SZ,东方财富,+47.59%,mid,,missing,+91.5%,high,2025年A股市场日均成交额大幅增长,high,[2025年A股市场日均成交额大幅增长],mid,missing,300059_SZ_东方财富.md
300061,SZ,旗天科技,,missing,,missing,+29.86%,high,银行客户营销预算收缩,high,[银行客户营销预算收缩],mid,missing,300061_SZ_旗天科技.md
300062,SZ,中能电气,,missing,亏,low,↓,low,主业增长但新能源收缩,high,[主业增长但新能源收缩],mid,missing,300062_SZ_中能电气.md
300065,SZ,海兰信,+86.57%,high,盈,low,+36.74%,high,海洋观探测业务爆发,high,[海洋观探测业务爆发],mid,low,300065_SZ_海兰信.md
300066,SZ,三川智慧,+8.52%,mid,盈,low,-87.18%,high,,missing,[稀土价格企稳回升 + 内部精细化运营],mid,missing,300066_SZ_三川智慧.md
300070,SZ,碧水源,+18.71%,mid,,missing,↑,low,强化应收账款清欠,high,[强化应收账款清欠],mid,missing,300070_SZ_碧水源.md
300072,SZ,海新能科,+46.54%,high,,missing,,missing,生物航煤（SAF）产能投产与政策红利,high,[生物航煤（SAF）产能投产与政策红利],mid,missing,300072_SZ_海新能科.md
300073,SZ,当升科技,+37.12%,mid,,missing,,missing,,missing,全球新能源汽车销量增长29.1%，特别是中国占比70.3%、,mid,missing,300073_SZ_当升科技.md
300075,SZ,数字政通,-15.64%,high,盈,low,,missing,,missing,[地方财政紧缩]** ->,mid,missing,300075_SZ_数字政通.md
300077,SZ,国民技术,+16.51%,high,,missing,,missing,负极材料量价齐升,high,[负极材料量价齐升],mid,missing,300077_SZ_国民技术.md
300080,SZ,易成新能,+51.1%,mid,,missing,-354.42%,high,剥离亏损电池片业务,high,[剥离亏损电池片业务],high,missing,300080_SZ_易成新能.md
300083,SZ,创世纪,+15.53%,high,+114.27%,high,,missing,3C消费电子需求扩张,high,[3C消费电子需求扩张],mid,missing,300083_SZ_创世纪.md
300085,SZ,银之杰,+14.86%,mid,盈,low,,missing,传统业务战略收缩与行业竞争加剧,high,[传统业务战略收缩与行业竞争加剧],mid,missing,300085_SZ_银之杰.md
300087,SZ,荃银高科,+28.41%,high,-30.29%,high,,missing,行业供需失衡与同质化竞争加剧,high,[行业供需失衡与同质化竞争加剧],mid,missing,300087_SZ_荃银高科.md
300091,SZ,_ST金灵,,missing,,missing,,missing,流动性危机+破产重整不确定性,high,[流动性危机+破产重整不确定性],mid,missing,300091_SZ__ST金灵.md
300092,SZ,科新机电,+134.15%,mid,-62.18%,high,,missing,,missing,[客户产品结构变化 + 生产场地受限],mid,missing,300092_SZ_科新机电.md
300093,SZ,_ST金刚,,missing,盈,low,,missing,破产重整完成,high,[光伏行业产能过剩与价格低迷],mid,missing,300093_SZ__ST金刚.md
300097,SZ,智云股份,+7.24%,mid,,missing,,missing,触控显示模组设备下游需求萎缩,high,[触控显示模组设备下游需求萎缩],mid,missing,300097_SZ_智云股份.md
300098,SZ,高新兴,+40.39%,high,,missing,+164.78%,high,车载终端业务强劲增长,high,[车载终端业务强劲增长],mid,missing,300098_SZ_高新兴.md
300099,SZ,尤洛卡,+29.7%,high,+92.73%,high,,missing,剥离亏损资产富华宇祺,high,[剥离亏损资产富华宇祺],high,missing,300099_SZ_尤洛卡.md
300100,SZ,双林股份,,missing,+36.63%,high,,missing,汽车座椅水平驱动器（HDM）产销量突破3,high,[汽车座椅水平驱动器（HDM）产销量突破3000万件],mid,missing,300100_SZ_双林股份.md
300102,SZ,乾照光电,+70.0%,high,-6.45%,mid,,missing,海信集团协同赋能,high,[海信集团协同赋能],mid,missing,300102_SZ_乾照光电.md
300103,SZ,达刚控股,+99.09%,mid,,missing,,missing,新能源业务（恩科星）高速增长,high,[新能源业务（恩科星）高速增长],mid,missing,300103_SZ_达刚控股.md
300106,SZ,西部牧业,+5.63%,mid,,missing,,missing,,missing,[饲料业务萎缩]** ->,mid,missing,300106_SZ_西部牧业.md
300107,SZ,建新股份,+20.14%,high,亏,low,,missing,行业需求偏弱与竞争加剧,high,[行业需求偏弱与竞争加剧],mid,missing,300107_SZ_建新股份.md
300110,SZ,华仁药业,,missing,亏,low,,missing,商誉减值,high,[原料+制剂一体化],mid,missing,300110_SZ_华仁药业.md
300111,SZ,向日葵,-17.81%,high,亏,low,,missing,市场下行与集采深化,high,[市场下行与集采深化],mid,missing,300111_SZ_向日葵.md
300112,SZ,万讯自控,,missing,亏,low,-31.72%,high,行业竞争加剧，毛利率承压,high,[行业竞争加剧，毛利率承压],mid,missing,300112_SZ_万讯自控.md
300113,SZ,顺网科技,+7.92%,mid,+65.8%,high,,missing,非经常性损益大幅增加,high,[非经常性损益大幅增加],mid,missing,300113_SZ_顺网科技.md
300115,SZ,长盈精密,+11.13%,high,+7.3%,high,,missing,AI硬件迭代加速,high,[AI硬件迭代加速],mid,missing,300115_SZ_长盈精密.md
300118,SZ,东方日升,,missing,,missing,,missing,光伏行业供需严重错配,high,[光伏行业供需严重错配],mid,missing,300118_SZ_东方日升.md
300119,SZ,瑞普生物,+23.42%,mid,+33.18%,high,,missing,,missing,宠物赛道“三瑞齐发”生态协同,mid,missing,300119_SZ_瑞普生物.md
300121,SZ,阳谷华泰,+30.88%,mid,+30.88%,high,,missing,,missing,防焦剂CTP全球垄断地位,mid,missing,300121_SZ_阳谷华泰.md
300123,SZ,ST亚光,,missing,,missing,,missing,下游客户采购计划延后、交付延期,high,[下游客户采购计划延后、交付延期],mid,missing,300123_SZ_ST亚光.md
300125,SZ,_ST聆达,+265.85%,high,盈,low,,missing,重整计划执行完毕,high,[重整计划执行完毕],mid,missing,300125_SZ__ST聆达.md
300126,SZ,锐奇股份,+12.21%,mid,,missing,,missing,原材料价格上涨,high,[管理费用、研发费用增加],mid,missing,300126_SZ_锐奇股份.md
300127,SZ,银河磁体,+7.38%,high,+20.75%,high,,missing,销量与均价双升,high,[汽车与节能电机需求],mid,missing,300127_SZ_银河磁体.md
300129,SZ,泰胜风能,+7.36%,high,+17.93%,high,,missing,陆上风电业务强劲增长,high,[陆上风电业务强劲增长],mid,missing,300129_SZ_泰胜风能.md
300130,SZ,新国都,+1.03%,high,,missing,,missing,海外电子支付设备销售增长,high,[海外电子支付设备销售增长],mid,missing,300130_SZ_新国都.md
300133,SZ,华策影视,+45.87%,high,-21.36%,high,,missing,收入结构剧变,high,[非经常性损益依赖],mid,missing,300133_SZ_华策影视.md
300136,SZ,信维通信,+1.9%,mid,,missing,,missing,产品结构优化，淘汰低毛利产品,high,[产品结构优化，淘汰低毛利产品],mid,missing,300136_SZ_信维通信.md
300137,SZ,先河环保,+14.55%,mid,盈,low,,missing,业务结构优化，运营及咨询占比提升,high,[业务结构优化，运营及咨询占比提升],mid,missing,300137_SZ_先河环保.md
300138,SZ,晨光生物,,missing,-11.46%,mid,,missing,原材料成本下降,high,[天然色素替代合成色素],mid,missing,300138_SZ_晨光生物.md
300140,SZ,节能环境,+18.23%,mid,,missing,+17.46%,high,固废综合处理业务规模领先,high,[固废综合处理业务规模领先],mid,missing,300140_SZ_节能环境.md
300142,SZ,沃森生物,+37.0%,mid,-11.94%,high,,missing,国内疫苗行业竞争加剧、产品价格承压,high,[国内疫苗行业竞争加剧、产品价格承压],mid,missing,300142_SZ_沃森生物.md
300143,SZ,盈康生命,+20.93%,high,+28.5%,high,,missing,,missing,并购整合（长沙珂信、圣诺、优尼）,mid,missing,300143_SZ_盈康生命.md
300144,SZ,宋城演艺,+10.6%,high,-22.03%,high,,missing,宏观经济与消费信心波动,high,[宏观经济与消费信心波动],mid,missing,300144_SZ_宋城演艺.md
300145,SZ,南方泵业,+4.38%,high,,missing,,missing,泵业核心主业聚焦,high,[泵业核心主业聚焦],mid,missing,300145_SZ_南方泵业.md
300146,SZ,汤臣倍健,+16.43%,mid,+19.81%,high,,missing,线下渠道收入大幅下滑,high,[线下渠道收入大幅下滑],high,missing,300146_SZ_汤臣倍健.md
300148,SZ,天舟文化,+25.41%,high,+106.43%,high,↑,low,青少年教辅图书业务增长,high,[青少年教辅图书业务增长],mid,low,300148_SZ_天舟文化.md
300150,SZ,世纪瑞尔,,missing,,missing,↓,low,,missing,国家铁路固定资产投资创历史新高（9015亿元，同比+6%）,mid,missing,300150_SZ_世纪瑞尔.md
300151,SZ,昌红科技,+4.47%,mid,-23.63%,mid,,missing,医疗耗材大客户项目落地,high,[医疗耗材大客户项目落地],mid,missing,300151_SZ_昌红科技.md
300153,SZ,科泰电源,+38.44%,high,,missing,-22.82%,high,AIDC/数据中心建设浪潮,high,[AIDC/数据中心建设浪潮],mid,missing,300153_SZ_科泰电源.md
300154,SZ,瑞凌股份,-50.84%,high,-30.55%,mid,↑,low,主营业务收入下滑,high,[主营业务收入下滑],high,low,300154_SZ_瑞凌股份.md
300158,SZ,振东制药,-6.33%,high,,missing,,missing,主动收缩非核心亏损业务,high,[主动收缩非核心亏损业务],high,missing,300158_SZ_振东制药.md
300160,SZ,秀强股份,+5.12%,high,-11.98%,high,,missing,下游需求分化与客户新品导入,high,[下游需求分化与客户新品导入],mid,missing,300160_SZ_秀强股份.md
300164,SZ,通源石油,,missing,-34.19%,high,+11.63%,high,,missing,油价下行与行业竞争加剧,mid,missing,300164_SZ_通源石油.md
300166,SZ,东方国信,-6.66%,high,亏,low,+41.17%,high,宏观环境导致客户投资收缩,high,[宏观环境导致客户投资收缩],mid,low,300166_SZ_东方国信.md
300174,SZ,元力股份,-13.07%,mid,-19.78%,high,,missing,活性炭产销规模持续扩大,high,[活性炭产销规模持续扩大],mid,missing,300174_SZ_元力股份.md
300175,SZ,ST朗源,+58.72%,high,,missing,,missing,原材料价格上涨,high,[行政处罚罚款500万元],mid,missing,300175_SZ_ST朗源.md
300177,SZ,中海达,+165.0%,mid,-63.6%,mid,-63.6%,high,,missing,[海外市场竞争加剧 & 国内政策阶段性变化],mid,missing,300177_SZ_中海达.md
300179,SZ,四方达,+7.98%,high,-20.77%,high,↓,low,,missing,CVD金刚石业务（河南天璇）处于产能爬坡与亏损期,high,missing,300179_SZ_四方达.md
300180,SZ,华峰超纤,-12.73%,high,-61.64%,mid,,missing,下游需求放缓与主动调整销售策略,high,[下游需求放缓与主动调整销售策略],mid,missing,300180_SZ_华峰超纤.md
300183,SZ,东软载波,+45.72%,high,,missing,,missing,电网投资结构向特高压倾斜,high,[电网投资结构向特高压倾斜],mid,missing,300183_SZ_东软载波.md
